"GEO_ID","NAME","B20017_001E","B20017_001M","B20017_002E","B20017_002M","B20017_003E","B20017_003M","B20017_004E","B20017_004M","B20017_005E","B20017_005M","B20017_006E","B20017_006M","B20017_007E","B20017_007M"
"id","Geographic Area Name","Estimate!!Median earnings in the past 12 months (in 2017 inflation-adjusted dollars) --!!Total (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2017 inflation-adjusted dollars) --!!Total (dollars)","Estimate!!Median earnings in the past 12 months (in 2017 inflation-adjusted dollars) --!!Male --!!Total (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2017 inflation-adjusted dollars) --!!Male --!!Total (dollars)","Estimate!!Median earnings in the past 12 months (in 2017 inflation-adjusted dollars) --!!Male --!!Worked full-time, year-round in the past 12 months (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2017 inflation-adjusted dollars) --!!Male --!!Worked full-time, year-round in the past 12 months (dollars)","Estimate!!Median earnings in the past 12 months (in 2017 inflation-adjusted dollars) --!!Male --!!Other (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2017 inflation-adjusted dollars) --!!Male --!!Other (dollars)","Estimate!!Median earnings in the past 12 months (in 2017 inflation-adjusted dollars) --!!Female --!!Total (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2017 inflation-adjusted dollars) --!!Female --!!Total (dollars)","Estimate!!Median earnings in the past 12 months (in 2017 inflation-adjusted dollars) --!!Female --!!Worked full-time, year-round in the past 12 months (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2017 inflation-adjusted dollars) --!!Female --!!Worked full-time, year-round in the past 12 months (dollars)","Estimate!!Median earnings in the past 12 months (in 2017 inflation-adjusted dollars) --!!Female --!!Other (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2017 inflation-adjusted dollars) --!!Female --!!Other (dollars)"
"1400000US72013301500","Census Tract 3015, Arecibo Municipio, Puerto Rico","21466","4813","17550","3719","23459","11668","8327","1842","30214","10237","35019","6863","11033","9129"
"1400000US72013301600","Census Tract 3016, Arecibo Municipio, Puerto Rico","20741","2407","23058","3650","25203","4274","-","**","16974","5511","21642","2521","10536","6200"
"1400000US72013301700","Census Tract 3017, Arecibo Municipio, Puerto Rico","16850","2861","16716","2707","20901","3538","11920","5418","17500","6316","26071","9170","10227","3061"
"1400000US72013301800","Census Tract 3018, Arecibo Municipio, Puerto Rico","9983","5449","-","**","24130","10880","6157","2557","9706","3324","15000","2574","7188","4543"
"1400000US72013301900","Census Tract 3019, Arecibo Municipio, Puerto Rico","13000","4410","12318","4917","22769","4732","6967","1500","14338","7544","22579","5388","9969","2585"
"1400000US72013302000","Census Tract 3020, Arecibo Municipio, Puerto Rico","16429","3371","16625","9385","17094","10238","-","**","16355","4270","19493","8093","4442","1997"
"1400000US72013302100","Census Tract 3021, Arecibo Municipio, Puerto Rico","12650","2505","12442","5406","14607","8025","6587","2701","13287","5367","20966","9599","6755","3127"
"1400000US72013302201","Census Tract 3022.01, Arecibo Municipio, Puerto Rico","17513","1882","18306","2313","19139","3420","9063","8479","15658","4628","18565","1563","8286","1179"
"1400000US72013302202","Census Tract 3022.02, Arecibo Municipio, Puerto Rico","16330","1013","16128","1314","18679","4074","8974","3606","16624","2089","25531","6718","11607","6602"
"1400000US72013302300","Census Tract 3023, Arecibo Municipio, Puerto Rico","16298","2492","16250","2579","19514","3171","3520","802","16563","10374","22071","2253","6325","860"
"1400000US72013992900","Census Tract 9929, Arecibo Municipio, Puerto Rico","-","**","-","**","-","**","-","**","-","**","-","**","-","**"
"1400000US72015280101","Census Tract 2801.01, Arroyo Municipio, Puerto Rico","14259","2247","15383","1952","17017","2862","11611","1508","12482","3168","19750","12049","10165","3153"
"1400000US72015280102","Census Tract 2801.02, Arroyo Municipio, Puerto Rico","16681","3609","11957","3750","15799","5760","5000","3527","19099","3296","20365","5129","-","**"
"1400000US72015280201","Census Tract 2802.01, Arroyo Municipio, Puerto Rico","17821","1885","17395","6553","21530","3662","6298","6292","17929","2237","19884","2430","4349","3766"
"1400000US72015280202","Census Tract 2802.02, Arroyo Municipio, Puerto Rico","14384","5637","-","**","17122","11403","4605","1458","25375","18132","28152","6423","6903","5394"
"1400000US72015991500","Census Tract 9915, Arroyo Municipio, Puerto Rico","-","**","-","**","-","**","-","**","-","**","-","**","-","**"
"1400000US72017590100","Census Tract 5901, Barceloneta Municipio, Puerto Rico","17821","2814","17273","5450","19829","5309","2,500-","***","18839","5427","22953","4113","12788","3341"
"1400000US72017590200","Census Tract 5902, Barceloneta Municipio, Puerto Rico","12500","3429","13409","3666","-","**","6788","1077","8438","7006","-","**","-","**"
"1400000US72017590300","Census Tract 5903, Barceloneta Municipio, Puerto Rico","17728","2442","18800","3781","19256","3959","-","**","16594","3463","20825","1715","3931","2532"
"1400000US72017590400","Census Tract 5904, Barceloneta Municipio, Puerto Rico","18249","2288","18807","1474","19659","1568","6430","1405","16420","4603","26038","4566","7191","5447"
"1400000US72017990000","Census Tract 9900, Barceloneta Municipio, Puerto Rico","-","**","-","**","-","**","-","**","-","**","-","**","-","**"
"1400000US72019952201","Census Tract 9522.01, Barranquitas Municipio, Puerto Rico","15697","993","15720","1164","16820","1391","-","**","15641","3141","24459","2466","10096","5415"
"1400000US72019952202","Census Tract 9522.02, Barranquitas Municipio, Puerto Rico","14597","2899","15681","2008","16843","4144","10292","4685","12520","3063","22132","9953","8614","1115"
"1400000US72019952301","Census Tract 9523.01, Barranquitas Municipio, Puerto Rico","17354","3132","16299","3349","19974","5127","3856","1396","19063","7092","22774","6974","5192","1352"
"1400000US72019952302","Census Tract 9523.02, Barranquitas Municipio, Puerto Rico","20947","3308","21506","5953","23071","7254","4778","1781","20071","3727","21462","3745","-","**"
"1400000US72019952400","Census Tract 9524, Barranquitas Municipio, Puerto Rico","16016","3375","17872","3079","18750","5957","-","**","13826","2717","14848","5988","7132","2455"
"1400000US72019952500","Census Tract 9525, Barranquitas Municipio, Puerto Rico","17116","6966","16024","3116","20700","7315","6894","2118","21856","8928","24903","10080","-","**"
"1400000US72021030101","Census Tract 301.01, Bayamón Municipio, Puerto Rico","13328","2306","9356","2241","25673","12112","6330","1131","21203","6672","46438","13009","13125","6504"
"1400000US72021030103","Census Tract 301.03, Bayamón Municipio, Puerto Rico","24883","6001","27040","9458","37931","13530","6159","1520","22761","8311","35903","12299","7022","2198"
"1400000US72021030104","Census Tract 301.04, Bayamón Municipio, Puerto Rico","35411","3867","40481","5191","49625","9573","10307","6596","27074","10823","44565","11091","8542","4138"
"1400000US72021030105","Census Tract 301.05, Bayamón Municipio, Puerto Rico","17127","2471","17785","4187","28750","10981","9750","2943","16566","2484","24609","6298","8728","2710"
"1400000US72021030200","Census Tract 302, Bayamón Municipio, Puerto Rico","22073","6480","32760","5707","36189","5964","6328","4607","14871","2775","39306","17903","9647","1650"
"1400000US72021030300","Census Tract 303, Bayamón Municipio, Puerto Rico","20138","3295","19886","4233","-","**","-","**","20281","9499","35038","24984","-","**"
"1400000US72021030700","Census Tract 307, Bayamón Municipio, Puerto Rico","9516","3768","12045","3925","23214","10665","9043","1117","7151","4537","20625","8189","5243","2105"
"1400000US72021030800","Census Tract 308, Bayamón Municipio, Puerto Rico","11361","4058","15117","11346","19318","6121","4375","3023","11090","3242","17656","10373","8148","4547"
"1400000US72021030901","Census Tract 309.01, Bayamón Municipio, Puerto Rico","25991","4653","23393","10751","32333","2706","7708","5287","26555","5161","31892","2337","7165","2352"
"1400000US72021030902","Census Tract 309.02, Bayamón Municipio, Puerto Rico","21961","2994","21354","9533","33750","17811","11332","2168","22120","3552","28464","5849","4150","3398"
"1400000US72021030903","Census Tract 309.03, Bayamón Municipio, Puerto Rico","19875","4546","21512","5713","27742","2641","5581","1604","17629","3577","23722","2351","6811","3295"
"1400000US72021030904","Census Tract 309.04, Bayamón Municipio, Puerto Rico","17797","1686","16582","1794","18812","1229","7679","2254","20284","3612","24661","2238","7333","2055"
"1400000US72021031004","Census Tract 310.04, Bayamón Municipio, Puerto Rico","25682","4998","33063","16844","34125","8831","17763","15150","24375","5021","29033","7451","11635","7993"
"1400000US72021031005","Census Tract 310.05, Bayamón Municipio, Puerto Rico","10625","5648","8616","3211","26719","22236","4870","3553","14738","4399","23564","4770","7250","3158"
"1400000US72021031011","Census Tract 310.11, Bayamón Municipio, Puerto Rico","20684","5376","22903","5847","32267","5526","7627","2435","19335","4747","25667","5326","8718","910"
"1400000US72021031013","Census Tract 310.13, Bayamón Municipio, Puerto Rico","15411","1524","15095","2437","22165","3985","4598","4372","15567","1966","20993","2639","7568","2151"
"1400000US72021031021","Census Tract 310.21, Bayamón Municipio, Puerto Rico","17355","4326","17163","2595","23889","8531","6979","5434","20398","8714","30052","6226","10114","3502"
"1400000US72021031023","Census Tract 310.23, Bayamón Municipio, Puerto Rico","25313","5310","30147","15964","34450","7975","9340","3903","23750","5928","29318","3632","13413","6970"
"1400000US72021031031","Census Tract 310.31, Bayamón Municipio, Puerto Rico","17164","2524","21689","4842","33523","9906","7094","2397","15297","1930","25845","3403","10279","2709"
"1400000US72021031032","Census Tract 310.32, Bayamón Municipio, Puerto Rico","26804","5237","32989","12305","47216","11833","10119","7064","25727","2757","31838","5055","9773","4071"
"1400000US72021031033","Census Tract 310.33, Bayamón Municipio, Puerto Rico","17720","1862","19524","2912","24974","11239","6683","2447","16373","1672","28194","15024","7031","3003"
"1400000US72021031101","Census Tract 311.01, Bayamón Municipio, Puerto Rico","20513","4187","19731","9637","24938","12797","-","**","20962","3956","21964","8004","19688","10384"
"1400000US72021031113","Census Tract 311.13, Bayamón Municipio, Puerto Rico","19458","3852","18950","5553","20732","5686","11058","2042","19821","3886","26048","9692","9069","3002"
"1400000US72021031114","Census Tract 311.14, Bayamón Municipio, Puerto Rico","18451","2103","18057","3338","22917","10858","6339","3258","19199","4939","28382","16269","7917","5445"
"1400000US72021031121","Census Tract 311.21, Bayamón Municipio, Puerto Rico","17017","3224","17917","4348","25172","5056","8750","2007","14318","6813","22928","2102","6954","1962"
"1400000US72021031122","Census Tract 311.22, Bayamón Municipio, Puerto Rico","20096","2731","19639","4134","25081","5234","9632","4510","20539","4194","27500","9886","9238","1263"
"1400000US72021031123","Census Tract 311.23, Bayamón Municipio, Puerto Rico","15236","1661","15282","3434","16979","1166","7826","2050","15071","2993","18155","2923","-","**"
"1400000US72021031124","Census Tract 311.24, Bayamón Municipio, Puerto Rico","12415","5461","10282","5151","30046","17160","-","**","15563","7773","27019","20242","8140","2490"
"1400000US72021031125","Census Tract 311.25, Bayamón Municipio, Puerto Rico","17304","4566","20306","5977","27778","14044","-","**","14757","3181","25605","9532","-","**"
"1400000US72021031201","Census Tract 312.01, Bayamón Municipio, Puerto Rico","10908","1584","9573","4587","20481","3418","5469","4901","11293","1510","21438","1256","9227","1790"
"1400000US72021031202","Census Tract 312.02, Bayamón Municipio, Puerto Rico","17701","2267","17098","4023","24397","3343","7917","2354","18023","2447","19886","4844","7976","3073"
"1400000US72021031203","Census Tract 312.03, Bayamón Municipio, Puerto Rico","22161","5328","26214","4661","33750","6614","8947","4695","20335","8901","27438","4660","6055","2981"
"1400000US72021031301","Census Tract 313.01, Bayamón Municipio, Puerto Rico","22319","2813","23828","4190","24313","3636","-","**","21129","3051","23488","4207","11359","8922"
"1400000US72021031304","Census Tract 313.04, Bayamón Municipio, Puerto Rico","15745","3343","14154","4039","21727","1867","8550","3605","17177","4300","24712","5726","8542","1271"
"1400000US72021031305","Census Tract 313.05, Bayamón Municipio, Puerto Rico","18663","1209","17530","2080","20234","2721","7923","2006","19197","1389","22020","2635","10606","5409"
"1400000US72021031306","Census Tract 313.06, Bayamón Municipio, Puerto Rico","16842","1853","15550","5096","30441","17044","9181","1144","17488","2397","23205","2421","8613","1563"
"1400000US72021031307","Census Tract 313.07, Bayamón Municipio, Puerto Rico","26557","3497","27898","8233","35104","6724","8945","2669","25474","5568","32734","6058","7500","5607"
"1400000US72021031401","Census Tract 314.01, Bayamón Municipio, Puerto Rico","17162","2474","20184","3963","24000","2900","9038","4184","15086","3800","22019","5140","8648","1026"
"1400000US72021031402","Census Tract 314.02, Bayamón Municipio, Puerto Rico","16348","2390","16104","1598","17778","6822","10766","5974","17027","6756","27917","13394","8036","5367"
"1400000US72021031403","Census Tract 314.03, Bayamón Municipio, Puerto Rico","18717","3731","13784","8027","20648","2856","-","**","22171","6865","25307","4128","11250","7206"
"1400000US72021031501","Census Tract 315.01, Bayamón Municipio, Puerto Rico","17257","1783","16869","1914","18451","1161","12266","5475","18565","6896","23750","9914","10757","2297"
"1400000US72021031502","Census Tract 315.02, Bayamón Municipio, Puerto Rico","15084","2027","15099","2774","17052","1036","8878","2354","15053","3339","21724","3159","7619","5096"
"1400000US72021031503","Census Tract 315.03, Bayamón Municipio, Puerto Rico","15956","1294","15357","2002","19208","2453","7012","2920","16473","2368","21442","3788","9632","5883"
"1400000US72021031611","Census Tract 316.11, Bayamón Municipio, Puerto Rico","20086","3700","19344","7520","29922","7104","6034","4663","20580","5414","25313","6016","-","**"
"1400000US72021031612","Census Tract 316.12, Bayamón Municipio, Puerto Rico","15583","2707","17090","3623","22173","8624","4872","3936","13486","4373","25568","5492","7393","2940"
"1400000US72021031621","Census Tract 316.21, Bayamón Municipio, Puerto Rico","20148","3053","23152","7501","30833","10649","6429","3048","19053","3637","21884","8917","-","**"
"1400000US72021031622","Census Tract 316.22, Bayamón Municipio, Puerto Rico","17645","2531","17301","3505","20236","5499","11630","8234","17821","2836","22593","7905","7647","4296"
"1400000US72021031631","Census Tract 316.31, Bayamón Municipio, Puerto Rico","17263","3453","20100","5508","30806","6985","11136","2638","16414","2531","24347","2324","6953","1304"
"1400000US72021031632","Census Tract 316.32, Bayamón Municipio, Puerto Rico","18438","1356","18845","1232","20366","2231","9509","2253","17716","2208","20304","1777","11852","4577"
"1400000US72021031641","Census Tract 316.41, Bayamón Municipio, Puerto Rico","16875","2709","17974","3853","21953","7078","6667","2882","15278","4557","23235","4714","8877","928"
"1400000US72021031651","Census Tract 316.51, Bayamón Municipio, Puerto Rico","20323","3208","16250","2343","18649","2972","8250","1429","23573","1622","25951","3156","9615","6129"
"1400000US72021031701","Census Tract 317.01, Bayamón Municipio, Puerto Rico","20016","3345","18579","1946","27127","4422","8750","1052","22600","3788","24875","3944","8776","3073"
"1400000US72021031702","Census Tract 317.02, Bayamón Municipio, Puerto Rico","17231","1807","17491","5059","24620","5957","7102","6705","16810","2416","18052","4205","12537","5520"
"1400000US72021031703","Census Tract 317.03, Bayamón Municipio, Puerto Rico","15749","1565","15907","2200","17141","2851","7607","2052","15548","2056","20903","8653","10519","5283"
"1400000US72021031704","Census Tract 317.04, Bayamón Municipio, Puerto Rico","18777","1524","19184","3490","23669","6926","12545","6105","18472","1911","19120","2092","-","**"
"1400000US72021031800","Census Tract 318, Bayamón Municipio, Puerto Rico","21127","1657","21282","1633","30130","8850","7416","1457","20886","2869","22562","3740","13372","9154"
"1400000US72021031900","Census Tract 319, Bayamón Municipio, Puerto Rico","18666","4064","17476","5590","21815","4266","8958","2045","19147","5100","25129","2219","5125","3321"
"1400000US72021032000","Census Tract 320, Bayamón Municipio, Puerto Rico","14795","2195","15845","3215","23162","2631","8205","2072","13603","1735","17396","7767","10915","3068"
